#beta,hightemp,lowtemp,a0a0a0_hightemp,a0a0a0_lowtemp
5	0.110071327851	0.095087868053	0.0826049180562	 0.0410501783938		
10	0.0925695573198	0.066714240530	0.0652212376005	 0.00760052022466
12	0.084554473698	0.0517597864861	0.0605733702571	 0.00252334961332	
15	0.0652		0.030106620823	0.0524796105445	 0.000133762921047
17	0.0503		0.0173		0.0331		 0.00013	
20	0.0321		0.009	        0.0041		 0.000130876603478
25	0.0162	        0.001745300298  0.007291502862   0.000151187958219	
30	0.010442807403	0.001999959122  0.0001027387065	 0.000145813898048
35	0.000354897091  0.000971943203  0.0001118936677  0.00013197681997
40	0.0003064105611 0.000957635207	0.0001447798545	 0.000160352596195
70	0.00030777823	0.001026714523  0.00012437185547 0.000150521864302
100	0.0003110330597 0.000904619959	0.0001536288701	 0.000162009085803
