#beta,hightemp,lowtemp,a0a0a0_hightemp,a0a0a0_lowtemp
5	0.214677892651	0.224706188509	0.209992472734    0.188440217017	
10	0.156187523287	0.182181455177	0.123134390397	  0.0789314083631
12 	0.127240669334	0.159729710494	0.0930360549874	  0.0691304858762
15	0.0981		0.126423249834	0.0749189809562	  0.0647735595066
17	0.0837		0.1126		0.0713		  0.0646	
20	0.084861974115	0.1086		0.0623392737801	  0.0646908670659									
25	0.0802902428086 0.105058232563  0.0617985641107   0.0662102337343
30	0.0791754772361	0.104588038717	0.0603001316451	  0.0657053959497
35	0.0787992790167 0.104564770371  0.0608874552468   0.0645400765439
40	0.0771433341002	0.10410343115	0.0634915844861	  0.0671037077115
70	0.077237640558	0.105708445289	0.0620561830121	  0.0663507397019
100	0.0770815755172	0.10308427656	0.0644399867102   0.0670413458283
