#beta,hightemp,lowtemp,a0a0a0_hightemp,a0a0a0_lowtemp
5	0.300830319017	0.315600726214	0.333060404196	0.39124262786	
10	0.358417556984  0.372968906616	0.399296543698	0.466824475739
12 	0.384669407413  0.402090821518	0.417092530342	0.471681333491
15	0.4181		0.442270066673	0.429924858349	0.475173647147
17	0.4385		0.462		0.4504		0.475
20	0.4577	        0.4725495756	0.4755237412	0.474753894011						
25	0.47350481888   0.48115660793   0.473382251405  0.473299002026 
30	0.478691756326	0.480938296397	0.479605218117	0.473571144079
35	0.484656547485	0.482215713034  0.478043261221  0.474071696013
40	0.488506246734	0.482160433549	0.476182977192	0.472981097184	
70	0.489127688979	0.483182091082	0.477877800947	0.473361834047
100	0.486738269096	0.481536922237	0.475439222933	0.472572814319
