#beta,hightemp,lowtemp,a0a0a0_hightemp,a0a0a0_lowtemp
5	0.205160581713	0.18439454862	0.173547029831   0.111299766299	
10	0.140864341537	0.12491042860	0.0952062248511	 0.0181477875515
12 	0.110963378014	0.09523715296   0.0699330669674	 0.00912987695731	
15	0.073		0.05460011530	0.0530208345198  0.00554364799929 	
17	0.0557		0.0362		0.0366           0.0055    
20	0.0381		0.0272	        0.0086		 0.00550939427423	 
25	0.0234675718151 0.0187712910035 0.011025780101   0.0059941226243
30	0.0189029835838	0.018785190521	0.0048890085130	 0.00585647962697
35	0.0100199279272 0.0177076912007 0.0051171634278	 0.00551950052833
40	0.009299573634	0.0174979217163	0.0059439438012  0.00624951855545
70	0.009318190443	0.0182410237715	0.0054529112487  0.006036997903
100	0.009339271507	0.01703963002 	0.006227354979	 0.00624012840942
