#  T   Entropy
  1.0000000000   4.9518884348
  0.6666666667   4.7055084446
  0.5000000000   4.3777067681
  0.3333333333   3.8623613414
  0.2500000000   3.4784684686
  0.2000000000   3.1856726779
  0.1666666667   2.8961195473
  0.1428571429   2.6673430364
  0.1250000000   2.4317124389
  0.1111111111   2.1926595861
  0.1000000000   1.9202548625
